Subregion,Subregion_norm,NE_name,NE_name_norm,score,country,top_candidates
Wakiso,wakiso,Wakiso,wakiso,100,Uganda,"[{""candidate_NE_name"": ""Wakiso"", ""candidate_NE_name_norm"": ""wakiso"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Kisoro"", ""candidate_NE_name_norm"": ""kisoro"", ""score"": 67, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Soum"", ""candidate_NE_name_norm"": ""soum"", ""score"": 60, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Séno"", ""candidate_NE_name_norm"": ""seno"", ""score"": 60, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Sowa"", ""candidate_NE_name_norm"": ""sowa"", ""score"": 60, ""country"": ""Botswana""}]"
Yumbe,yumbe,Yumbe,yumbe,100,Uganda,"[{""candidate_NE_name"": ""Yumbe"", ""candidate_NE_name_norm"": ""yumbe"", ""score"": 100, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Bié"", ""candidate_NE_name_norm"": ""bie"", ""score"": 72, ""country"": ""Angola""}, {""candidate_NE_name"": ""Noumbiel"", ""candidate_NE_name_norm"": ""noumbiel"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Al Fayyum"", ""candidate_NE_name_norm"": ""al fayyum"", ""score"": 68, ""country"": ""Egypt""}, {""candidate_NE_name"": ""Ihorombe"", ""candidate_NE_name_norm"": ""ihorombe"", ""score"": 68, ""country"": ""Madagascar""}]"
Arusha,arusha,Arusha,arusha,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Arusha"", ""candidate_NE_name_norm"": ""arusha"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Arua"", ""candidate_NE_name_norm"": ""arua"", ""score"": 80, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Matruh"", ""candidate_NE_name_norm"": ""matruh"", ""score"": 67, ""country"": ""Egypt""}, {""candidate_NE_name"": ""Ashanti"", ""candidate_NE_name_norm"": ""ashanti"", ""score"": 62, ""country"": ""Ghana""}, {""candidate_NE_name"": ""Maracha"", ""candidate_NE_name_norm"": ""maracha"", ""score"": 62, ""country"": ""Uganda""}]"
Dar es Salaam,dar es salaam,Sal,sal,90,Cape Verde,"[{""candidate_NE_name"": ""Sal"", ""candidate_NE_name_norm"": ""sal"", ""score"": 90, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Dar-Es-Salaam"", ""candidate_NE_name_norm"": ""dar-es-salaam"", ""score"": 85, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Bam"", ""candidate_NE_name_norm"": ""bam"", ""score"": 72, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Salamat"", ""candidate_NE_name_norm"": ""salamat"", ""score"": 69, ""country"": ""Chad""}, {""candidate_NE_name"": ""Adrar"", ""candidate_NE_name_norm"": ""adrar"", ""score"": 68, ""country"": ""Algeria""}]"
Dodoma,dodoma,Dodoma,dodoma,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Dodoma"", ""candidate_NE_name_norm"": ""dodoma"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Zondoma"", ""candidate_NE_name_norm"": ""zondoma"", ""score"": 77, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Edo"", ""candidate_NE_name_norm"": ""edo"", ""score"": 72, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Dowa"", ""candidate_NE_name_norm"": ""dowa"", ""score"": 68, ""country"": ""Malawi""}, {""candidate_NE_name"": ""Ondo"", ""candidate_NE_name_norm"": ""ondo"", ""score"": 68, ""country"": ""Nigeria""}]"
Iringa,iringa,Iringa,iringa,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Iringa"", ""candidate_NE_name_norm"": ""iringa"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Santa Catarina"", ""candidate_NE_name_norm"": ""santa catarina"", ""score"": 72, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Gao"", ""candidate_NE_name_norm"": ""gao"", ""score"": 72, ""country"": ""Mali""}, {""candidate_NE_name"": ""Qina"", ""candidate_NE_name_norm"": ""qina"", ""score"": 68, ""country"": ""Egypt""}, {""candidate_NE_name"": ""Iganga"", ""candidate_NE_name_norm"": ""iganga"", ""score"": 67, ""country"": ""Uganda""}]"
Kagera,kagera,Kagera,kagera,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Kagera"", ""candidate_NE_name_norm"": ""kagera"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Kara"", ""candidate_NE_name_norm"": ""kara"", ""score"": 80, ""country"": ""Togo""}, {""candidate_NE_name"": ""Kaberamaido"", ""candidate_NE_name_norm"": ""kaberamaido"", ""score"": 75, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Alger"", ""candidate_NE_name_norm"": ""alger"", ""score"": 73, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Karas"", ""candidate_NE_name_norm"": ""karas"", ""score"": 73, ""country"": ""Namibia""}]"
Kigoma,kigoma,Kigoma,kigoma,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Kigoma"", ""candidate_NE_name_norm"": ""kigoma"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Gomba"", ""candidate_NE_name_norm"": ""gomba"", ""score"": 73, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Kigali City"", ""candidate_NE_name_norm"": ""kigali city"", ""score"": 72, ""country"": ""Rwanda""}, {""candidate_NE_name"": ""Gourma"", ""candidate_NE_name_norm"": ""gourma"", ""score"": 67, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Likoma"", ""candidate_NE_name_norm"": ""likoma"", ""score"": 67, ""country"": ""Malawi""}]"
Kilimanjaro,kilimanjaro,Kilimanjaro,kilimanjaro,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Kilimanjaro"", ""candidate_NE_name_norm"": ""kilimanjaro"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Kebili"", ""candidate_NE_name_norm"": ""kebili"", ""score"": 72, ""country"": ""Tunisia""}, {""candidate_NE_name"": ""Mwaro"", ""candidate_NE_name_norm"": ""mwaro"", ""score"": 68, ""country"": ""Burundi""}, {""candidate_NE_name"": ""Kidal"", ""candidate_NE_name_norm"": ""kidal"", ""score"": 68, ""country"": ""Mali""}, {""candidate_NE_name"": ""Lira"", ""candidate_NE_name_norm"": ""lira"", ""score"": 68, ""country"": ""Uganda""}]"
Lindi,lindi,Lindi,lindi,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Lindi"", ""candidate_NE_name_norm"": ""lindi"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Kindia"", ""candidate_NE_name_norm"": ""kindia"", ""score"": 73, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Grand'Anse Praslin"", ""candidate_NE_name_norm"": ""grandanse praslin"", ""score"": 68, ""country"": ""Seychelles""}, {""candidate_NE_name"": ""Masindi"", ""candidate_NE_name_norm"": ""masindi"", ""score"": 67, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Sidi Bel Abbès"", ""candidate_NE_name_norm"": ""sidi bel abbes"", ""score"": 64, ""country"": ""Algeria""}]"
Manyara,manyara,Manyara,manyara,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Manyara"", ""candidate_NE_name_norm"": ""manyara"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Arta"", ""candidate_NE_name_norm"": ""arta"", ""score"": 77, ""country"": ""Djibouti""}, {""candidate_NE_name"": ""Kara"", ""candidate_NE_name_norm"": ""kara"", ""score"": 77, ""country"": ""Togo""}, {""candidate_NE_name"": ""Mara"", ""candidate_NE_name_norm"": ""mara"", ""score"": 77, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Arua"", ""candidate_NE_name_norm"": ""arua"", ""score"": 77, ""country"": ""Uganda""}]"
Mara,mara,Mara,mara,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Mara"", ""candidate_NE_name_norm"": ""mara"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Marahoué"", ""candidate_NE_name_norm"": ""marahoue"", ""score"": 90, ""country"": ""Ivory Coast""}, {""candidate_NE_name"": ""Guelmim - Es-Semara"", ""candidate_NE_name_norm"": ""guelmim - es-semara"", ""score"": 90, ""country"": ""Morocco""}, {""candidate_NE_name"": ""Maradi"", ""candidate_NE_name_norm"": ""maradi"", ""score"": 90, ""country"": ""Niger""}, {""candidate_NE_name"": ""Maracha"", ""candidate_NE_name_norm"": ""maracha"", ""score"": 90, ""country"": ""Uganda""}]"
Mbeya,mbeya,Mbeya,mbeya,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Mbeya"", ""candidate_NE_name_norm"": ""mbeya"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Beyla"", ""candidate_NE_name_norm"": ""beyla"", ""score"": 80, ""country"": ""Guinea""}, {""candidate_NE_name"": ""Gambela Peoples"", ""candidate_NE_name_norm"": ""gambela peoples"", ""score"": 72, ""country"": ""Ethiopia""}, {""candidate_NE_name"": ""Ihorombe"", ""candidate_NE_name_norm"": ""ihorombe"", ""score"": 68, ""country"": ""Madagascar""}, {""candidate_NE_name"": ""Beau Bassin-Rose Hill"", ""candidate_NE_name_norm"": ""beau bassin-rose hill"", ""score"": 68, ""country"": ""Mauritius""}]"
Morogoro,morogoro,Morogoro,morogoro,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Morogoro"", ""candidate_NE_name_norm"": ""morogoro"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Imo"", ""candidate_NE_name_norm"": ""imo"", ""score"": 72, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Tororo"", ""candidate_NE_name_norm"": ""tororo"", ""score"": 71, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Moroto"", ""candidate_NE_name_norm"": ""moroto"", ""score"": 71, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Mono"", ""candidate_NE_name_norm"": ""mono"", ""score"": 68, ""country"": ""Benin""}]"
Mtwara,mtwara,Mtwara,mtwara,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Mtwara"", ""candidate_NE_name_norm"": ""mtwara"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Mara"", ""candidate_NE_name_norm"": ""mara"", ""score"": 80, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Arta"", ""candidate_NE_name_norm"": ""arta"", ""score"": 77, ""country"": ""Djibouti""}, {""candidate_NE_name"": ""Kara"", ""candidate_NE_name_norm"": ""kara"", ""score"": 77, ""country"": ""Togo""}, {""candidate_NE_name"": ""Arua"", ""candidate_NE_name_norm"": ""arua"", ""score"": 77, ""country"": ""Uganda""}]"
Mwanza,mwanza,Mwanza,mwanza,100,Malawi,"[{""candidate_NE_name"": ""Mwanza"", ""candidate_NE_name_norm"": ""mwanza"", ""score"": 100, ""country"": ""Malawi""}, {""candidate_NE_name"": ""Mwanza"", ""candidate_NE_name_norm"": ""mwanza"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Gaza"", ""candidate_NE_name_norm"": ""gaza"", ""score"": 68, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Zanzan"", ""candidate_NE_name_norm"": ""zanzan"", ""score"": 67, ""country"": ""Ivory Coast""}, {""candidate_NE_name"": ""Nyanza"", ""candidate_NE_name_norm"": ""nyanza"", ""score"": 67, ""country"": ""Kenya""}]"
Pemba North,pemba north,Matabeleland North,matabeleland north,86,Zimbabwe,"[{""candidate_NE_name"": ""Matabeleland North"", ""candidate_NE_name_norm"": ""matabeleland north"", ""score"": 86, ""country"": ""Zimbabwe""}, {""candidate_NE_name"": ""Nord"", ""candidate_NE_name_norm"": ""nord"", ""score"": 73, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""North Bank"", ""candidate_NE_name_norm"": ""north bank"", ""score"": 72, ""country"": ""Gambia""}, {""candidate_NE_name"": ""Bam"", ""candidate_NE_name_norm"": ""bam"", ""score"": 68, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Bay"", ""candidate_NE_name_norm"": ""bay"", ""score"": 68, ""country"": ""Somalia""}]"
Pemba South,pemba south,Zanzibar South and Central,zanzibar south and central,86,United Republic of Tanzania,"[{""candidate_NE_name"": ""Zanzibar South and Central"", ""candidate_NE_name_norm"": ""zanzibar south and central"", ""score"": 86, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Matabeleland South"", ""candidate_NE_name_norm"": ""matabeleland south"", ""score"": 86, ""country"": ""Zimbabwe""}, {""candidate_NE_name"": ""Soum"", ""candidate_NE_name_norm"": ""soum"", ""score"": 68, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Surt"", ""candidate_NE_name_norm"": ""surt"", ""score"": 68, ""country"": ""Libya""}, {""candidate_NE_name"": ""Southern Nations, Nationalities and Peoples"", ""candidate_NE_name_norm"": ""southern nations nationalities and peoples"", ""score"": 62, ""country"": ""Ethiopia""}]"
Pwani,pwani,Pwani,pwani,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Pwani"", ""candidate_NE_name_norm"": ""pwani"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Kyankwanzi"", ""candidate_NE_name_norm"": ""kyankwanzi"", ""score"": 72, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Adjumani"", ""candidate_NE_name_norm"": ""adjumani"", ""score"": 68, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Poni"", ""candidate_NE_name_norm"": ""poni"", ""score"": 67, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Bani Suwayf"", ""candidate_NE_name_norm"": ""bani suwayf"", ""score"": 60, ""country"": ""Egypt""}]"
Rukwa,rukwa,Rukwa,rukwa,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Rukwa"", ""candidate_NE_name_norm"": ""rukwa"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Bukwa"", ""candidate_NE_name_norm"": ""bukwa"", ""score"": 80, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Gash Barka"", ""candidate_NE_name_norm"": ""gash barka"", ""score"": 68, ""country"": ""Eritrea""}, {""candidate_NE_name"": ""Kapchorwa"", ""candidate_NE_name_norm"": ""kapchorwa"", ""score"": 68, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Rukungiri"", ""candidate_NE_name_norm"": ""rukungiri"", ""score"": 68, ""country"": ""Uganda""}]"
Ruvuma,ruvuma,Ruvuma,ruvuma,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Ruvuma"", ""candidate_NE_name_norm"": ""ruvuma"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Buvuma"", ""candidate_NE_name_norm"": ""buvuma"", ""score"": 83, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Maio"", ""candidate_NE_name_norm"": ""maio"", ""score"": 60, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Mila"", ""candidate_NE_name_norm"": ""mila"", ""score"": 60, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Mali"", ""candidate_NE_name_norm"": ""mali"", ""score"": 60, ""country"": ""Guinea""}]"
Shinyanga,shinyanga,Shinyanga,shinyanga,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Shinyanga"", ""candidate_NE_name_norm"": ""shinyanga"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Nyanga"", ""candidate_NE_name_norm"": ""nyanga"", ""score"": 90, ""country"": ""Gabon""}, {""candidate_NE_name"": ""Tanga"", ""candidate_NE_name_norm"": ""tanga"", ""score"": 80, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Nyanza"", ""candidate_NE_name_norm"": ""nyanza"", ""score"": 75, ""country"": ""Kenya""}, {""candidate_NE_name"": ""Yagha"", ""candidate_NE_name_norm"": ""yagha"", ""score"": 72, ""country"": ""Burkina Faso""}]"
Singida,singida,Singida,singida,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Singida"", ""candidate_NE_name_norm"": ""singida"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Saïda"", ""candidate_NE_name_norm"": ""saida"", ""score"": 67, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Isingiro"", ""candidate_NE_name_norm"": ""isingiro"", ""score"": 67, ""country"": ""Uganda""}, {""candidate_NE_name"": ""Shamal Sina'"", ""candidate_NE_name_norm"": ""shamal sina"", ""score"": 65, ""country"": ""Egypt""}, {""candidate_NE_name"": ""Shinyanga"", ""candidate_NE_name_norm"": ""shinyanga"", ""score"": 62, ""country"": ""United Republic of Tanzania""}]"
Tabora,tabora,Tabora,tabora,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Tabora"", ""candidate_NE_name_norm"": ""tabora"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Oran"", ""candidate_NE_name_norm"": ""oran"", ""score"": 77, ""country"": ""Algeria""}, {""candidate_NE_name"": ""Atakora"", ""candidate_NE_name_norm"": ""atakora"", ""score"": 77, ""country"": ""Benin""}, {""candidate_NE_name"": ""Tapoa"", ""candidate_NE_name_norm"": ""tapoa"", ""score"": 73, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Tadjourah"", ""candidate_NE_name_norm"": ""tadjourah"", ""score"": 67, ""country"": ""Djibouti""}]"
Tanga,tanga,Tanga,tanga,100,United Republic of Tanzania,"[{""candidate_NE_name"": ""Tanga"", ""candidate_NE_name_norm"": ""tanga"", ""score"": 100, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Katanga"", ""candidate_NE_name_norm"": ""katanga"", ""score"": 83, ""country"": ""Democratic Republic of the Congo""}, {""candidate_NE_name"": ""Tanger - Tétouan"", ""candidate_NE_name_norm"": ""tanger - tetouan"", ""score"": 80, ""country"": ""Morocco""}, {""candidate_NE_name"": ""Analamanga"", ""candidate_NE_name_norm"": ""analamanga"", ""score"": 80, ""country"": ""Madagascar""}, {""candidate_NE_name"": ""Shinyanga"", ""candidate_NE_name_norm"": ""shinyanga"", ""score"": 80, ""country"": ""United Republic of Tanzania""}]"
Unguja North,unguja north,Matabeleland North,matabeleland north,86,Zimbabwe,"[{""candidate_NE_name"": ""Matabeleland North"", ""candidate_NE_name_norm"": ""matabeleland north"", ""score"": 86, ""country"": ""Zimbabwe""}, {""candidate_NE_name"": ""Nord"", ""candidate_NE_name_norm"": ""nord"", ""score"": 73, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Lunda Norte"", ""candidate_NE_name_norm"": ""lunda norte"", ""score"": 70, ""country"": ""Angola""}, {""candidate_NE_name"": ""Northern"", ""candidate_NE_name_norm"": ""northern"", ""score"": 69, ""country"": ""Ghana""}, {""candidate_NE_name"": ""Northern"", ""candidate_NE_name_norm"": ""northern"", ""score"": 69, ""country"": ""Rwanda""}]"
Unguja South,unguja south,Zanzibar South and Central,zanzibar south and central,86,United Republic of Tanzania,"[{""candidate_NE_name"": ""Zanzibar South and Central"", ""candidate_NE_name_norm"": ""zanzibar south and central"", ""score"": 86, ""country"": ""United Republic of Tanzania""}, {""candidate_NE_name"": ""Matabeleland South"", ""candidate_NE_name_norm"": ""matabeleland south"", ""score"": 86, ""country"": ""Zimbabwe""}, {""candidate_NE_name"": ""Soum"", ""candidate_NE_name_norm"": ""soum"", ""score"": 73, ""country"": ""Burkina Faso""}, {""candidate_NE_name"": ""Southern"", ""candidate_NE_name_norm"": ""southern"", ""score"": 69, ""country"": ""Botswana""}, {""candidate_NE_name"": ""Southern"", ""candidate_NE_name_norm"": ""southern"", ""score"": 69, ""country"": ""Rwanda""}]"
Unguja Urban West,unguja urban west,Est,est,90,Cameroon,"[{""candidate_NE_name"": ""Est"", ""candidate_NE_name_norm"": ""est"", ""score"": 90, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Upper West"", ""candidate_NE_name_norm"": ""upper west"", ""score"": 86, ""country"": ""Ghana""}, {""candidate_NE_name"": ""West Coast"", ""candidate_NE_name_norm"": ""west coast"", ""score"": 86, ""country"": ""Gambia""}, {""candidate_NE_name"": ""North West"", ""candidate_NE_name_norm"": ""north west"", ""score"": 86, ""country"": ""South Africa""}, {""candidate_NE_name"": ""Banwa"", ""candidate_NE_name_norm"": ""banwa"", ""score"": 72, ""country"": ""Burkina Faso""}]"
Copperbelt,copperbelt,Copperbelt,copperbelt,100,Zambia,"[{""candidate_NE_name"": ""Copperbelt"", ""candidate_NE_name_norm"": ""copperbelt"", ""score"": 100, ""country"": ""Zambia""}, {""candidate_NE_name"": ""Delta"", ""candidate_NE_name_norm"": ""delta"", ""score"": 68, ""country"": ""Nigeria""}, {""candidate_NE_name"": ""Bié"", ""candidate_NE_name_norm"": ""bie"", ""score"": 60, ""country"": ""Angola""}, {""candidate_NE_name"": ""Est"", ""candidate_NE_name_norm"": ""est"", ""score"": 60, ""country"": ""Cameroon""}, {""candidate_NE_name"": ""Beyla"", ""candidate_NE_name_norm"": ""beyla"", ""score"": 60, ""country"": ""Guinea""}]"
Luapula,luapula,Luapula,luapula,100,Zambia,"[{""candidate_NE_name"": ""Luapula"", ""candidate_NE_name_norm"": ""luapula"", ""score"": 100, ""country"": ""Zambia""}, {""candidate_NE_name"": ""Lac"", ""candidate_NE_name_norm"": ""lac"", ""score"": 72, ""country"": ""Chad""}, {""candidate_NE_name"": ""Nampula"", ""candidate_NE_name_norm"": ""nampula"", ""score"": 71, ""country"": ""Mozambique""}, {""candidate_NE_name"": ""Paul"", ""candidate_NE_name_norm"": ""paul"", ""score"": 68, ""country"": ""Cape Verde""}, {""candidate_NE_name"": ""Likouala"", ""candidate_NE_name_norm"": ""likouala"", ""score"": 67, ""country"": ""Republic of the Congo""}]"
